AdmArea,District,Address,Long,Lat
Южный административный округ,район Бирюлёво Восточное,"Бирюлёвская улица, дом 31, корпус 1",37.67,55.59
Северо-Западный административный округ,район Щукино,"улица Маршала Бирюзова, дом 8, корпус 3",37.50,55.79
Южный административный округ,район Бирюлёво Восточное,"Бирюлёвская улица, дом 47, корпус 1",37.67,55.58
Северо-Западный административный округ,район Щукино,"улица Маршала Василевского, дом 3, корпус 1",37.47,55.80
Северо-Западный административный округ,район Щукино,"улица Маршала Рыбалко, дом 16, корпус 1",37.49,55.80
Восточный административный округ,район Вешняки,"Вешняковская улица, дом 16Г",37.83,55.73
Южный административный округ,район Нагатинский Затон,"Нагатинская набережная, дом 54",37.68,55.69
Южный административный округ,район Нагатинский Затон,"Кленовый бульвар, дом 22",37.68,55.68
Южный административный округ,район Бирюлёво Западное,"Медынская улица, дом 1, корпус 1",37.65,55.59
Южный административный округ,район Зябликово,"Шипиловская улица, дом 43",37.74,55.62
Южный административный округ,Донской район,"Варшавское шоссе, дом 10, корпус 1",37.62,55.70
Северный административный округ,район Аэропорт,"улица Академика Ильюшина, дом 3",37.54,55.80
Юго-Восточный административный округ,район Печатники,"улица Полбина, дом 12",37.73,55.69
Юго-Восточный административный округ,район Выхино-Жулебино,"Жулебинский бульвар, дом 40, корпус 1",37.85,55.68
Юго-Восточный административный округ,район Выхино-Жулебино,"Хвалынский бульвар, дом 3, корпус 2",37.85,55.70
Юго-Восточный административный округ,район Марьино,"Новочеркасский бульвар, дом 47",37.74,55.65
Северо-Восточный административный округ,район Свиблово,"Снежная улица, дом 3А",37.64,55.85
Северный административный округ,Головинский район,"3-й Лихачёвский переулок, дом 3, корпус 2",37.52,55.85
Юго-Западный административный округ,Академический район,"Большая Черёмушкинская улица, дом 2, корпус 5",37.60,55.69
Восточный административный округ,район Перово,"улица Лазо, дом 7, строение 2",37.78,55.74
Юго-Западный административный округ,Академический район,"улица Дмитрия Ульянова, дом 28",37.58,55.68
Юго-Западный административный округ,Академический район,"улица Ивана Бабушкина, дом 18, корпус 2",37.56,55.68
Юго-Западный административный округ,Академический район,"Профсоюзная улица, дом 11/11",37.57,55.68
Юго-Западный административный округ,район Южное Бутово,"Южнобутовская улица, дом 66",37.52,55.54
Восточный административный округ,район Перово,"улица Плющева, дом 9, корпус 1",37.76,55.74
Южный административный округ,район Нагатино-Садовники,"Каширское шоссе, дом 5, корпус 1",37.63,55.67
Восточный административный округ,район Измайлово,"7-я Парковая улица, дом 2, корпус 1",37.80,55.79
Восточный административный округ,район Измайлово,"9-я Парковая улица, дом 50, корпус 1",37.80,55.80
Восточный административный округ,район Измайлово,"Первомайская улица, дом 26",37.78,55.79
Восточный административный округ,район Измайлово,"Первомайская улица, дом 4",37.77,55.79
Южный административный округ,район Зябликово,"Ореховый бульвар, дом 47/33",37.75,55.62
Юго-Западный административный округ,район Северное Бутово,"Старобитцевская улица, дом 21, корпус 3",37.58,55.58
Восточный административный округ,район Новокосино,"Городецкая улица, дом 13/19, корпус 1",37.87,55.74
Юго-Западный административный округ,район Тёплый Стан,"улица Академика Варги, дом 28",37.47,55.63
Восточный административный округ,район Преображенское,"набережная Шитова, дом 4, корпус 1",37.73,55.80
Южный административный округ,район Чертаново Южное,"Чертановская улица, дом 54, корпус 3",37.58,55.60
Южный административный округ,район Бирюлёво Западное,"Востряковский проезд, дом 23, корпус 3",37.65,55.58
Юго-Восточный административный округ,Рязанский район,"Зарайская улица, дом 55",37.78,55.73
Зеленоградский административный округ,район Матушкино,"город Зеленоград, корпус 247",37.20,56.01
Северо-Восточный административный округ,Бабушкинский район,"Староватутинский проезд, дом 1",37.68,55.87
Зеленоградский административный округ,район Матушкино,"город Зеленоград, корпус 109",37.21,56.01
Юго-Западный административный округ,район Тёплый Стан,"Ленинский проспект, дом 131Б, строение 1",37.47,55.64
Центральный административный округ,Таганский район,"Марксистская улица, дом 9",37.67,55.74
Северо-Восточный административный округ,Алексеевский район,"улица Космонавтов, дом 4",37.65,55.82
Северо-Восточный административный округ,Лосиноостровский район,"Анадырский проезд, дом 47, корпус 1",37.70,55.87
Центральный административный округ,Тверской район,"улица Каретный Ряд, дом 3, строение 1",37.61,55.77
Центральный административный округ,Тверской район,"улица Каретный Ряд, дом 3, строение 1",37.61,55.77
Центральный административный округ,Мещанский район,"Большая Екатерининская улица, дом 27",37.62,55.78
Восточный административный округ,район Богородское,"5-й проезд Подбельского, дом 4А, корпус 2",37.73,55.82
Центральный административный округ,Таганский район,"Марксистская улица, дом 5",37.66,55.74
Центральный административный округ,Таганский район,"Нижегородская улица, дом 13А",37.69,55.74
Центральный административный округ,Пресненский район,"1-й Красногвардейский проезд, дом 6",37.54,55.75
Центральный административный округ,Мещанский район,"2-й Крестовский переулок, дом 8",37.64,55.79
Восточный административный округ,район Богородское,"Погонный проезд, дом 1, корпус 11",37.70,55.82
Центральный административный округ,район Замоскворечье,"Большой Овчинниковский переулок, дом 11",37.63,55.74
Восточный административный округ,район Богородское,"Бойцовая улица, дом 22, корпус 6",37.73,55.81
Центральный административный округ,район Замоскворечье,"Большая Серпуховская улица, дом 31, корпус 1",37.63,55.72
Центральный административный округ,Мещанский район,"Астраханский переулок, дом 1/15",37.64,55.78
Восточный административный округ,район Богородское,"Игральная улица, дом 1, корпус 1",37.71,55.81
Восточный административный округ,район Богородское,"Краснобогатырская улица, дом 19, корпус 3",37.70,55.81
Центральный административный округ,Красносельский район,"Докучаев переулок, дом 13",37.64,55.77
Центральный административный округ,Красносельский район,"5-й Красносельский переулок, дом 5",37.66,55.79
Центральный административный округ,Красносельский район,"1-й Коптельский переулок, дом 26, строение 1",37.64,55.78
Центральный административный округ,Пресненский район,"Волков переулок, дом 7-9, строение 3",37.57,55.76
Центральный административный округ,Пресненский район,"улица Пресненский Вал, дом 38, строение 4",37.57,55.77
Восточный административный округ,район Новокосино,"Суздальская улица, дом 6, корпус 2",37.88,55.75
Южный административный округ,район Нагатинский Затон,"проспект Андропова, дом 39",37.67,55.67
Юго-Западный административный округ,район Котловка,"Большая Черёмушкинская улица, дом 15, корпус 3",37.59,55.68
Северо-Восточный административный округ,район Марфино,"улица Академика Королёва, дом 28, корпус 2",37.60,55.82
Южный административный округ,район Чертаново Северное,"Сумской проезд, дом 8, корпус 3, строение 2",37.61,55.64
Юго-Восточный административный округ,район Кузьминки,"Окская улица, дом 16, корпус 1",37.76,55.71
Северо-Восточный административный округ,Алтуфьевский район,"Костромская улица, дом 16",37.60,55.88
Северо-Восточный административный округ,район Свиблово,"Снежная улица, дом 16, корпус 1",37.65,55.85
Центральный административный округ,район Якиманка,"улица Крымский Вал, дом 9, строение 1",37.60,55.73
Северо-Восточный административный округ,Останкинский район,"проспект Мира, дом 103",37.64,55.81
Юго-Восточный административный округ,район Лефортово,"Волочаевская улица, дом 16",37.68,55.76
Южный административный округ,район Чертаново Северное,"Сумской проезд, дом 29",37.59,55.63
Южный административный округ,Донской район,"улица Вавилова, дом 6",37.59,55.71
Северный административный округ,Дмитровский район,"Ангарская улица, дом 39",37.52,55.88
Северо-Восточный административный округ,район Отрадное,"улица Бестужевых, дом 8А",37.60,55.87
Восточный административный округ,район Восточное Измайлово,"Первомайская улица, дом 113, корпус 1",37.82,55.79
Юго-Восточный административный округ,Рязанский район,"улица Михайлова, дом 11",37.76,55.73
Северный административный округ,район Восточное Дегунино,"Дубнинская улица, дом 32",37.56,55.88
Восточный административный округ,район Восточное Измайлово,"9-я Парковая улица, дом 6, корпус 1",37.80,55.79
Западный административный округ,Можайский район,"улица Горбунова, дом 10, корпус 2",37.38,55.72
Юго-Западный административный округ,Гагаринский район,"Ленинский проспект, дом 60/2",37.56,55.70
Южный административный округ,район Царицыно,"Пролетарский проспект, дом 45",37.66,55.63
Северо-Восточный административный округ,район Отрадное,"улица Пестеля, дом 8А",37.62,55.87
Северный административный округ,район Ховрино,"Фестивальная улица, дом 65",37.50,55.86
Южный административный округ,район Зябликово,"Шипиловская улица, дом 39, корпус 2",37.74,55.62
Восточный административный округ,район Измайлово,"Измайловский бульвар, владение 31А",37.80,55.80
Восточный административный округ,район Измайлово,"Измайловский проезд, дом 16, корпус 1",37.77,55.80
Восточный административный округ,район Измайлово,"Измайловский проезд, дом 20, корпус 2",37.77,55.80
Восточный административный округ,район Измайлово,"Измайловский проезд, дом 5, корпус 1",37.77,55.80
Восточный административный округ,район Измайлово,"11-я Парковая улица, дом 37, корпус 1",37.80,55.80
Восточный административный округ,район Измайлово,"1-я Парковая улица, дом 11",37.78,55.79
Восточный административный округ,район Измайлово,"2-я Прядильная улица, дом 4",37.78,55.80
Восточный административный округ,район Измайлово,"2-я Прядильная улица, дом 7А",37.78,55.80
Восточный административный округ,район Измайлово,"5-я Парковая улица, дом 41",37.79,55.80
Южный административный округ,район Нагатинский Затон,"Затонная улица, дом 4",37.68,55.68
Юго-Западный административный округ,район Северное Бутово,"Старобитцевская улица, дом 19, корпус 2",37.58,55.58
Юго-Западный административный округ,Обручевский район,"улица Островитянова, дом 5, корпус 1",37.49,55.65
Юго-Западный административный округ,Ломоносовский район,"улица Крупской, дом 4, корпус 2, строение 1",37.53,55.68
Юго-Западный административный округ,район Южное Бутово,"Венёвская улица, дом 25",37.55,55.54
Северо-Западный административный округ,район Покровское-Стрешнево,"Вишнёвая улица, дом 8/16",37.45,55.83
Северо-Западный административный округ,район Южное Тушино,"проезд Донелайтиса, дом 17",37.42,55.85
Юго-Западный административный округ,район Южное Бутово,"улица Адмирала Лазарева, дом 52",37.52,55.54
Восточный административный округ,район Северное Измайлово,"13-я Парковая улица, дом 25, корпус 2",37.81,55.80
Северо-Западный административный округ,район Южное Тушино,"улица Свободы, дом 51, корпус 1",37.45,55.85
Северо-Восточный административный округ,Бабушкинский район,"Ленская улица, дом 21",37.66,55.87
Восточный административный округ,район Косино-Ухтомский,"Большая Косинская улица, дом 8А",37.85,55.71
Восточный административный округ,район Косино-Ухтомский,"Лухмановская улица, дом 29",37.90,55.72
Восточный административный округ,район Косино-Ухтомский,"улица Руднёвка, дом 16",37.89,55.72
Восточный административный округ,район Косино-Ухтомский,"улица Руднёвка, дом 23",37.89,55.72
Восточный административный округ,район Косино-Ухтомский,"Святоозерская улица, дом 16",37.89,55.71
Юго-Восточный административный округ,район Кузьминки,"Волгоградский проспект, дом 109, корпус 6",37.76,55.71
Северо-Восточный административный округ,район Бибирево,"улица Пришвина, дом 20",37.60,55.89
Западный административный округ,район Фили-Давыдково,"Славянский бульвар, дом 5, корпус 1",37.47,55.73
Восточный административный округ,район Косино-Ухтомский,"Лухмановская улица, дом 32",37.91,55.72
Западный административный округ,район Дорогомилово,"улица Генерала Ермолова, дом 1",37.51,55.74
Западный административный округ,Можайский район,"улица Говорова, дом 5",37.39,55.72
Северный административный округ,район Аэропорт,"Красноармейская улица, дом 9",37.55,55.80
Юго-Восточный административный округ,район Марьино,"улица Перерва, дом 50",37.74,55.65
Северо-Западный административный округ,район Митино,"Ангелов переулок, дом 6",37.35,55.85
Юго-Восточный административный округ,район Марьино,"улица Перерва, дом 2",37.71,55.66
Юго-Восточный административный округ,район Печатники,"1-я Курьяновская улица, дом 31",37.70,55.65
Юго-Западный административный округ,Академический район,"улица Гримау, дом 3, корпус 2",37.58,55.69
Северный административный округ,Головинский район,"улица Лавочкина, дом 6, корпус 1",37.50,55.85
Северный административный округ,район Беговой,"Беговая улица, дом 18, корпус 2",37.56,55.78
Северный административный округ,Хорошёвский район,"улица Куусинена, дом 15, корпус 1",37.51,55.78
Северный административный округ,Войковский район,"6-й Новоподмосковный переулок, дом 3",37.51,55.82
Центральный административный округ,Таганский район,"Нижегородская улица, дом 17",37.69,55.74
Восточный административный округ,район Косино-Ухтомский,"улица Дмитриевского, дом 3",37.88,55.71
Западный административный округ,Можайский район,"улица Гришина, дом 8, строение 2",37.42,55.72
Восточный административный округ,район Вешняки,"Косинская улица, дом 28, корпус 3",37.83,55.72
Юго-Восточный административный округ,район Выхино-Жулебино,"Лермонтовский проспект, дом 2, корпус 2",37.84,55.70
Южный административный округ,район Чертаново Центральное,"улица Красного Маяка, дом 1, корпус 1",37.60,55.61
Восточный административный округ,район Гольяново,"Амурская улица, дом 20",37.77,55.81
Юго-Восточный административный округ,район Текстильщики,"Люблинская улица, дом 5, корпус 7",37.73,55.72
Северный административный округ,Головинский район,"Солнечногорская улица, дом 5, корпус 1",37.52,55.86
Южный административный округ,район Чертаново Центральное,"улица Красного Маяка, дом 11, корпус 1",37.59,55.61
Восточный административный округ,район Гольяново,"Хабаровская улица, дом 23, корпус 2",37.82,55.83
Юго-Восточный административный округ,район Выхино-Жулебино,"улица Генерала Кузнецова, дом 27, корпус 1",37.85,55.68
Западный административный округ,район Ново-Переделкино,"улица Скульптора Мухиной, дом 10, корпус 2",37.34,55.64
Западный административный округ,район Ново-Переделкино,"Новопеределкинская улица, дом 16",37.36,55.64
Западный административный округ,Можайский район,"Дорогобужская улица, дом 13",37.42,55.72
Восточный административный округ,район Косино-Ухтомский,"Лухмановская улица, дом 35",37.91,55.72
Восточный административный округ,район Богородское,"Открытое шоссе, дом 15, строение 22",37.74,55.82
Северо-Восточный административный округ,Лосиноостровский район,"улица Менжинского, дом 6",37.68,55.87
Северо-Восточный административный округ,Лосиноостровский район,"Минусинская улица, дом 10",37.69,55.87
Северо-Восточный административный округ,район Отрадное,"Отрадная улица, дом 18",37.62,55.85
Южный административный округ,район Чертаново Центральное,"Кировоградская улица, дом 28, корпус 3",37.60,55.61
Юго-Восточный административный округ,район Выхино-Жулебино,"Саранская улица, дом 6, корпус 2",37.86,55.69
Центральный административный округ,Басманный район,"Чистопрудный бульвар, дом 12, строение 1",37.64,55.76
Северный административный округ,Тимирязевский район,"Дмитровское шоссе, дом 50, корпус 1",37.57,55.85
Юго-Восточный административный округ,район Выхино-Жулебино,"улица Чугунные Ворота, дом 19, корпус 2",37.80,55.69
Юго-Восточный административный округ,Южнопортовый район,"улица Симоновский Вал, дом 9",37.66,55.73
Северный административный округ,район Западное Дегунино,"улица Маршала Федоренко, дом 2, корпус 1",37.49,55.88
Юго-Восточный административный округ,район Капотня,"1-й квартал Капотня, дом 1",37.79,55.64
Юго-Восточный административный округ,район Марьино,"улица Перерва, дом 31",37.75,55.66
Северный административный округ,район Восточное Дегунино,"улица 800-летия Москвы, дом 32",37.57,55.88
Северо-Восточный административный округ,Бабушкинский район,"улица Лётчика Бабушкина, дом 6",37.68,55.86
Юго-Западный административный округ,Академический район,"улица Кржижановского, дом 3",37.56,55.68
Южный административный округ,район Бирюлёво Восточное,"Лебедянская улица, дом 4",37.66,55.59
Южный административный округ,район Бирюлёво Восточное,"Михневский проезд, дом 8, корпус 1",37.67,55.58
Южный административный округ,район Бирюлёво Восточное,"Бирюлёвская улица, дом 10",37.66,55.60
Южный административный округ,район Бирюлёво Восточное,"Бирюлёвская улица, дом 58, корпус 2",37.67,55.58
Северный административный округ,Головинский район,"Ленинградское шоссе, дом 82",37.48,55.85
Юго-Западный административный округ,Академический район,"Новочерёмушкинская улица, дом 24, корпус 1",37.57,55.68
Северный административный округ,Головинский район,"Онежская улица, дом 34, корпус 1",37.51,55.86
Северный административный округ,Савёловский район,"Петровско-Разумовский проезд, дом 24, корпус 19",37.57,55.80
Юго-Западный административный округ,Гагаринский район,"Ленинский проспект, дом 62/1",37.55,55.69
Юго-Западный административный округ,Гагаринский район,"Ленинский проспект, дом 68/10",37.54,55.69
Северо-Западный административный округ,район Щукино,"Большой Волоколамский проезд, дом 1",37.43,55.83
Центральный административный округ,район Хамовники,"Комсомольский проспект, дом 44",37.57,55.72
Восточный административный округ,район Богородское,"бульвар Маршала Рокоссовского, дом 25",37.72,55.81
Восточный административный округ,район Богородское,"Открытое шоссе, дом 6, корпус 2",37.73,55.81
Северо-Восточный административный округ,Останкинский район,"Мурманский проезд, дом 18",37.62,55.81
Северо-Восточный административный округ,Останкинский район,"Большая Марьинская улица, дом 15",37.63,55.81
Северо-Восточный административный округ,Бутырский район,"Бутырская улица, дом 86Б",37.58,55.81
Северо-Восточный административный округ,Бутырский район,"улица Добролюбова, дом 19",37.59,55.82
Северо-Восточный административный округ,Бутырский район,"улица Милашенкова, дом 12А",37.58,55.83
Юго-Восточный административный округ,Рязанский район,"Окская улица, дом 46",37.78,55.72
Северо-Восточный административный округ,район Отрадное,"Алтуфьевское шоссе, дом 34А",37.59,55.87
Северо-Западный административный округ,район Щукино,"улица Народного Ополчения, дом 42, корпус 3",37.49,55.79
Северо-Западный административный округ,район Щукино,"улица Рогова, дом 12, корпус 1",37.46,55.80
Северо-Восточный административный округ,Бутырский район,"улица Милашенкова, дом 16",37.58,55.83
Северный административный округ,Дмитровский район,"Ангарская улица, дом 53, корпус 1",37.53,55.88
Северный административный округ,Тимирязевский район,"улица Дубки, дом 6",37.56,55.82
Восточный административный округ,район Северное Измайлово,"15-я Парковая улица, дом 46, корпус 6",37.82,55.81
Юго-Западный административный округ,район Коньково,"улица Введенского, дом 13, корпус 4",37.55,55.64
Южный административный округ,район Орехово-Борисово Северное,"Борисовский проезд, дом 46, корпус 1",37.73,55.62
Северо-Восточный административный округ,Алексеевский район,"Рижский проезд, дом 11",37.66,55.82
Южный административный округ,Даниловский район,"1-й Нижний Михайловский проезд, дом 16",37.61,55.71
Южный административный округ,район Бирюлёво Восточное,"Бирюлёвская улица, дом 37, корпус 2",37.67,55.59
Западный административный округ,район Ново-Переделкино,"Боровское шоссе, дом 56",37.35,55.64
Юго-Западный административный округ,Гагаринский район,"Ленинский проспект, дом 44",37.57,55.70
Восточный административный округ,район Восточное Измайлово,"Измайловский бульвар, дом 67, корпус 1",37.82,55.80
Центральный административный округ,Пресненский район,"Шмитовский проезд, дом 22",37.54,55.76
Центральный административный округ,Таганский район,"улица Рогожский Вал, дом 3",37.68,55.74
Центральный административный округ,Пресненский район,"улица Сергея Макеева, дом 4",37.55,55.76
Центральный административный округ,Пресненский район,"Шелепихинское шоссе, дом 17, корпус 3",37.52,55.76
Центральный административный округ,Пресненский район,"Шмитовский проезд, дом 17",37.55,55.76
Центральный административный округ,Пресненский район,"Шмитовский проезд, дом 30",37.54,55.76
Восточный административный округ,район Гольяново,"Алтайская улица, дом 2",37.80,55.82
Центральный административный округ,Мещанский район,"Трифоновская улица, дом 57, корпус 2",37.63,55.79
Центральный административный округ,район Якиманка,"улица Шаболовка, дом 25, корпус 1",37.61,55.72
Центральный административный округ,Таганский район,"Николоямский переулок, дом 4-6, строение 3",37.66,55.75
Северо-Восточный административный округ,Алексеевский район,"проспект Мира, дом 124, корпус 14",37.64,55.82
Центральный административный округ,Тверской район,"улица Бутырский Вал, дом 52",37.59,55.79
Центральный административный округ,Тверской район,"Лесная улица, дом 63, строение 1",37.59,55.78
Центральный административный округ,Тверской район,"Большой Каретный переулок, дом 19, строение 1",37.62,55.77
Центральный административный округ,Пресненский район,"улица Грузинский Вал, дом 26, строение 1",37.58,55.77
Центральный административный округ,Пресненский район,"Мантулинская улица, дом 2, сооружение 1",37.56,55.76
Центральный административный округ,район Якиманка,"Донская улица, дом 23",37.61,55.72
Центральный административный округ,район Якиманка,"1-й Спасоналивковский переулок, дом 17, корпус 1",37.62,55.73
Центральный административный округ,район Хамовники,"улица Плющиха, дом 42",37.58,55.74
Восточный административный округ,район Восточное Измайлово,"16-я Парковая улица, дом 19, корпус 3",37.82,55.80
Северный административный округ,Бескудниковский район,"Бескудниковский бульвар, дом 16А",37.56,55.86
Северо-Восточный административный округ,Лосиноостровский район,"улица Малыгина, дом 5, корпус 1",37.70,55.88
Южный административный округ,район Чертаново Южное,"улица Подольских Курсантов, дом 6, корпус 1",37.61,55.61
Восточный административный округ,район Соколиная Гора,"5-я улица Соколиной Горы, дом 21, корпус 3",37.74,55.77
Юго-Восточный административный округ,Южнопортовый район,"улица Трофимова, дом 34",37.69,55.70
Юго-Восточный административный округ,район Люблино,"Белореченская улица, дом 3",37.77,55.67
Северо-Восточный административный округ,Бабушкинский район,"улица Менжинского, дом 23, корпус 2",37.66,55.87
Восточный административный округ,район Перово,"Мастеровая улица, дом 17/1, корпус 2",37.75,55.74
Южный административный округ,район Орехово-Борисово Южное,"Шипиловский проезд, дом 59, корпус 2",37.71,55.61
Южный административный округ,район Нагатинский Затон,"Кленовый бульвар, дом 7",37.68,55.68
Зеленоградский административный округ,район Крюково,"Заводская улица, дом 2",37.18,55.98
Восточный административный округ,район Северное Измайлово,"3-я Парковая улица, дом 52, корпус 2",37.78,55.81
Западный административный округ,район Тропарёво-Никулино,"улица Академика Анохина, дом 64, строение 1",37.47,55.65
Юго-Восточный административный округ,район Марьино,"улица Перерва, дом 41, корпус 1",37.76,55.66
Южный административный округ,район Нагатинский Затон,"Затонная улица, дом 22",37.69,55.67
Восточный административный округ,район Соколиная Гора,"проспект Будённого, дом 17А, строение 3",37.73,55.78
Новомосковский административный округ,поселение Рязановское,"посёлок Остафьево, дом 24",37.49,55.50
Северо-Западный административный округ,район Куркино,"Воротынская улица, дом 16",37.39,55.89
Юго-Западный административный округ,Академический район,"улица Кржижановского, дом 8, корпус 2",37.56,55.68
Центральный административный округ,Таганский район,"Нижняя Сыромятническая улица, дом 10, строение 3",37.67,55.75
Троицкий административный округ,поселение Роговское,"посёлок Рогово, Школьная улица, дом 20",37.07,55.21
Троицкий административный округ,поселение Щаповское,"посёлок Щапово, дом 19",37.40,55.42
Северо-Восточный административный округ,Ярославский район,"улица Вешних Вод, дом 2, корпус 1",37.70,55.86
Западный административный округ,Можайский район,"Можайское шоссе, дом 7, строение 2",37.44,55.72
Северо-Западный административный округ,район Куркино,"Родионовская улица, дом 11, строение 1",37.39,55.89
Юго-Западный административный округ,Гагаринский район,"улица Косыгина, дом 17, корпус 3",37.56,55.71
Юго-Западный административный округ,Гагаринский район,"улица Косыгина, дом 17, корпус 3",37.56,55.70
Юго-Западный административный округ,район Котловка,"Нагорная улица, дом 32, корпус 3",37.60,55.68
Новомосковский административный округ,поселение Десеновское,"деревня Ватутинки, дом 28",37.33,55.51
Северо-Западный административный округ,район Покровское-Стрешнево,"улица Свободы, дом 8/4, строение 1",37.45,55.83
Южный административный округ,район Орехово-Борисово Южное,"улица Генерала Белова, дом 55",37.73,55.60
Северо-Восточный административный округ,район Марьина Роща,"Шереметьевская улица, дом 41",37.61,55.81
Южный административный округ,район Царицыно,"Севанская улица, дом 4",37.67,55.62
Южный административный округ,Нагорный район,"Черноморский бульвар, дом 10, корпус 1",37.61,55.65
Северо-Западный административный округ,район Южное Тушино,"улица Фабрициуса, дом 29, корпус 1",37.43,55.84
Троицкий административный округ,поселение Троицк,"посёлок Воскресенское, дом 21",37.44,55.53
Восточный административный округ,район Сокольники,"5-й Лучевой просек, дом 1",37.68,55.80
Восточный административный округ,район Сокольники,"3-й Лучевой просек, дом 1, строение 1",37.67,55.80
Северный административный округ,район Беговой,"улица Новая Башиловка, дом 14",37.57,55.79
Восточный административный округ,район Восточное Измайлово,"Нижняя Первомайская улица, дом 51, строение 3",37.81,55.79
Северо-Западный административный округ,район Покровское-Стрешнево,"улица Свободы, дом 6/3",37.45,55.83
Южный административный округ,район Чертаново Центральное,"Чертановская улица, дом 24, корпус 1",37.59,55.62
Северо-Западный административный округ,район Митино,"Пенягинская улица, дом 14",37.36,55.84
Северный административный округ,район Восточное Дегунино,"Керамический проезд, дом 65, корпус 1",37.56,55.89
Новомосковский административный округ,"поселение ""Мосрентген""","посёлок завода Мосрентген, дом 39",37.48,55.62
Центральный административный округ,Мещанский район,"Большая Екатерининская улица, дом 27",37.62,55.78
